clean_text,category,predicted
"they there are kinds modi supporters both large groups educated ones who know exactly who nazis are and what they who support modi through hate talking about them
the other group gets influenced and are ignorant those are not the serious problem",negative,neutral
hitech hologram campaign modi did 2014 naveen doing 2019 ,neutral,neutral
pappu must have thought earth has only one satellite and that  and modi has shot that down,negative,negative
under different nation even china doesnt look eye eyeworld comes support itterrorists dont know when their time will end even pakistan panicking when india develops new space war techit means modi will win,positive,negative
low sanghi for the first time our air bases were attacked useless modi out,negative,negative
tbh ananth kumar won last time because the modi wave,neutral,neutral
modi government advertising blitz dries indian poll rules kick posted march 2019 ,neutral,neutral
does cong ncp chance winning odd seatsi was watching india they interviewed ppl mumbai local mostly all were saying modi hence asked ,positive,neutral
that’ how modi shah operate ,neutral,neutral
happy that this announcement came powerful india what all dream for and under modi ’ happening and being delivered ,positive,positive
the latest policy wonk from the congress stable via ,positive,neutral
modi offering 130 crores indians one job chowkidhar job great idea don’ send your kids school use education modi’ india get chowkidhar’ job you don’ need study bachelors masters like modi get fake degree that’ all ,positive,positive
which one amit shahs 250 modi medias 350 btw pak not counting bhakts are counting coz pak still looking for the bodies,neutral,neutral
shri rahul and surjewala both are busy writing against nation and put hurdle each and every step chor had put india top whereas real chor pose honest hve looted nation both are parasite via ,positive,negative
chackoindia india today because modi ,neutral,positive
then vote for modi,neutral,neutral
modi was for the first time fighting for lok sabha and won both the seats for varanasi was outsider ु समझे ुुाा ी,positive,neutral
its always the haters who helps the bjp and modi win last time was rahul gandhis interview arnab and this time its these jokers and the super gathbandhan ,positive,negative
lawyers association ghaziabad conducted protest against the current regime for their demands all could hear was modiyogi murdabad ,neutral,negative
